transaction_id,date,ville,type,modele,prix,duree_location_mois
TX07413,2023-07-14,Paris,location,Audi A4,914.27,4
TX07414,2023-10-26,Paris,vente,BMW X3,39881.04,
TX07415,2023-08-23,Lyon,location,Renault Clio,494.37,17
TX07416,2023-11-26,Lyon,vente,Tesla Model 3,89051.99,
TX07417,2024-04-07,Paris,vente,Mercedes C Class,61479.87,
TX07418,2023-05-16,Marseille,location,Mercedes C Class,1315.54,24
TX07419,2023-11-03,Lyon,vente,Mercedes C Class,22084.39,
TX07420,2023-11-10,Lyon,vente,Tesla Model 3,38587.11,
TX07421,2023-03-20,Paris,location,Tesla Model 3,763.21,9
TX07422,2023-02-13,Marseille,location,Mercedes C Class,496.35,1
TX07423,2023-12-04,Lyon,vente,Renault Clio,30813.52,
TX07424,2024-01-17,Marseille,vente,Audi A4,57845.43,
TX07425,2023-03-13,Paris,location,BMW X3,843.96,7
TX07426,2023-01-13,Lyon,vente,Mercedes C Class,36899.17,
TX07427,2023-06-15,Marseille,vente,Peugeot 208,43681.67,
TX07428,2023-04-25,Lyon,vente,Audi A4,69449.59,
TX07429,2023-04-15,Marseille,location,BMW X3,975.0,9
TX07430,2024-01-22,Marseille,location,Renault Clio,854.27,40
TX07431,2023-04-20,Marseille,vente,Mercedes C Class,32585.86,
TX07432,2023-05-26,Paris,vente,Peugeot 208,54511.17,
TX07433,2023-10-12,Paris,vente,Mercedes C Class,41148.66,
TX07434,2023-08-03,Lyon,vente,Peugeot 208,32775.6,
TX07435,2023-01-09,Lyon,location,Renault Clio,342.66,31
TX07436,2023-04-07,Lyon,vente,Audi A4,39858.95,
TX07437,2024-02-13,Lyon,location,Tesla Model 3,1406.87,19
TX07438,2023-07-05,Paris,location,Peugeot 208,219.36,22
TX07439,2024-04-17,Marseille,vente,Peugeot 208,44782.78,
TX07440,2024-02-23,Lyon,location,BMW X3,932.62,14
TX07441,2024-03-17,Paris,location,Renault Clio,578.12,8
TX07442,2023-07-16,Paris,vente,Peugeot 208,41007.16,
TX07443,2023-04-20,Lyon,location,Audi A4,613.05,26
TX07444,2023-08-17,Marseille,location,Peugeot 208,765.47,39
TX07445,2023-02-12,Marseille,vente,Tesla Model 3,44030.88,
TX07446,2023-05-17,Lyon,vente,Peugeot 208,27717.02,
TX07447,2023-10-02,Paris,location,Peugeot 208,1171.68,22
TX07448,2023-06-18,Marseille,vente,Audi A4,35747.06,
TX07449,2023-01-04,Marseille,location,Peugeot 208,1379.25,13
TX07450,2023-08-16,Paris,vente,Mercedes C Class,72885.92,
TX07451,2024-01-11,Marseille,location,Mercedes C Class,1088.08,39
TX07452,2023-10-09,Lyon,location,BMW X3,760.32,10
TX07453,2023-01-06,Paris,location,Tesla Model 3,1023.53,32
TX07454,2023-05-22,Paris,location,Peugeot 208,1038.59,35
TX07455,2023-10-11,Paris,location,Peugeot 208,331.6,48
TX07456,2023-11-09,Lyon,vente,Mercedes C Class,71442.66,
TX07457,2023-02-12,Marseille,location,Renault Clio,1134.32,13
TX07458,2023-07-17,Marseille,location,Peugeot 208,314.1,25
TX07459,2024-03-10,Paris,vente,Renault Clio,26205.62,
TX07460,2023-04-02,Lyon,vente,Peugeot 208,19509.74,
TX07461,2023-08-14,Paris,location,Audi A4,874.02,9
TX07462,2023-12-07,Lyon,vente,Renault Clio,54194.75,
TX07463,2024-01-17,Marseille,vente,Peugeot 208,26826.07,
TX07464,2023-04-11,Marseille,vente,Audi A4,56768.78,
TX07465,2024-01-24,Paris,vente,Peugeot 208,16275.37,
TX07466,2023-10-19,Lyon,location,Mercedes C Class,1231.9,34
TX07467,2023-03-27,Lyon,location,Audi A4,1408.95,36
TX07468,2023-09-13,Marseille,location,Mercedes C Class,1490.6,10
TX07469,2023-01-13,Paris,location,Tesla Model 3,1455.77,38
TX07470,2023-06-29,Lyon,location,Mercedes C Class,937.23,26
TX07471,2023-05-08,Marseille,vente,Mercedes C Class,37423.54,
TX07472,2024-02-20,Paris,vente,BMW X3,62032.87,
TX07473,2023-07-02,Lyon,location,Audi A4,633.64,5
TX07474,2023-08-09,Lyon,vente,Peugeot 208,73021.93,
TX07475,2024-03-18,Lyon,vente,Mercedes C Class,70409.15,
TX07476,2024-01-13,Paris,location,BMW X3,550.13,5
TX07477,2023-01-28,Marseille,vente,Tesla Model 3,44930.63,
TX07478,2023-12-17,Lyon,location,Audi A4,756.74,47
TX07479,2023-10-18,Lyon,vente,Renault Clio,78238.74,
TX07480,2023-03-21,Paris,location,Tesla Model 3,878.23,13
TX07481,2023-10-05,Lyon,location,Mercedes C Class,387.7,19
TX07482,2023-06-18,Lyon,location,Renault Clio,442.23,9
TX07483,2023-02-03,Paris,vente,Tesla Model 3,81857.69,
TX07484,2023-10-10,Lyon,vente,Peugeot 208,71337.48,
TX07485,2023-11-28,Paris,location,Peugeot 208,1029.84,19
TX07486,2023-07-18,Lyon,location,Tesla Model 3,1427.46,45
TX07487,2023-03-14,Marseille,location,BMW X3,742.27,35
TX07488,2023-01-19,Lyon,vente,Audi A4,54381.39,
TX07489,2024-03-01,Lyon,vente,Peugeot 208,32955.8,
TX07490,2023-04-24,Lyon,vente,Audi A4,58007.56,
TX07491,2023-03-18,Lyon,location,Mercedes C Class,1381.3,37
TX07492,2023-08-30,Paris,location,Tesla Model 3,809.33,7
TX07493,2023-02-03,Lyon,location,Peugeot 208,505.99,16
TX07494,2023-11-14,Marseille,vente,Peugeot 208,85633.46,
TX07495,2023-07-30,Marseille,location,Tesla Model 3,213.21,6
TX07496,2023-07-23,Lyon,vente,BMW X3,42393.46,
TX07497,2024-01-26,Marseille,vente,Mercedes C Class,53922.85,
TX07498,2023-10-22,Marseille,location,Peugeot 208,713.27,22
TX07499,2023-06-10,Marseille,vente,Peugeot 208,23744.01,
TX07500,2023-12-20,Lyon,vente,Renault Clio,47459.37,
TX07501,2023-02-02,Paris,location,Renault Clio,543.48,29
TX07502,2023-01-14,Marseille,vente,BMW X3,85961.03,
TX07503,2024-03-24,Paris,vente,Tesla Model 3,24035.35,
TX07504,2023-08-03,Marseille,location,Peugeot 208,1072.26,8
TX07505,2023-08-10,Lyon,vente,Renault Clio,70563.86,
TX07506,2023-05-01,Marseille,location,Renault Clio,1406.05,40
TX07507,2023-10-15,Marseille,vente,Renault Clio,34476.98,
TX07508,2023-09-26,Lyon,vente,Mercedes C Class,51943.22,
TX07509,2023-03-23,Paris,location,Peugeot 208,1343.34,42
TX07510,2024-04-02,Lyon,location,Audi A4,418.34,12
TX07511,2023-06-05,Lyon,vente,Mercedes C Class,78551.95,
TX07512,2023-02-01,Paris,location,Audi A4,452.93,46
TX07513,2023-04-03,Paris,location,Peugeot 208,1281.17,34
TX07514,2023-02-07,Paris,location,Mercedes C Class,1300.52,24
TX07515,2023-03-19,Paris,vente,Audi A4,76204.03,
TX07516,2023-10-11,Marseille,location,Tesla Model 3,1041.7,3
TX07517,2024-02-16,Paris,location,Mercedes C Class,936.81,12
TX07518,2024-04-02,Paris,vente,BMW X3,83845.14,
TX07519,2023-11-16,Lyon,location,Tesla Model 3,370.63,19
TX07520,2023-11-23,Marseille,vente,Peugeot 208,68936.18,
TX07521,2023-01-08,Lyon,vente,Mercedes C Class,79688.73,
TX07522,2024-01-07,Marseille,vente,Mercedes C Class,81572.31,
TX07523,2023-10-07,Marseille,location,Tesla Model 3,1068.99,28
TX07524,2023-08-04,Marseille,vente,Tesla Model 3,73674.69,
TX07525,2023-06-25,Lyon,vente,BMW X3,67425.59,
TX07526,2023-05-17,Paris,location,Mercedes C Class,815.63,7
TX07527,2023-07-06,Paris,vente,Peugeot 208,44793.19,
TX07528,2023-08-23,Lyon,vente,Tesla Model 3,71646.37,
TX07529,2023-01-08,Marseille,location,Tesla Model 3,642.9,34
TX07530,2023-08-17,Lyon,location,Tesla Model 3,414.12,48
TX07531,2023-05-20,Paris,vente,BMW X3,72806.83,
TX07532,2023-06-27,Lyon,vente,BMW X3,52078.71,
TX07533,2023-05-30,Marseille,location,Mercedes C Class,1274.12,40
TX07534,2024-02-24,Lyon,vente,BMW X3,21568.84,
TX07535,2023-01-23,Marseille,vente,Mercedes C Class,48633.07,
TX07536,2024-04-19,Lyon,vente,BMW X3,43552.25,
TX07537,2024-02-19,Paris,location,Renault Clio,920.86,29
TX07538,2023-01-28,Paris,vente,Renault Clio,77826.45,
TX07539,2023-06-14,Marseille,vente,Peugeot 208,41731.37,
TX07540,2023-03-28,Marseille,vente,Mercedes C Class,51819.2,
TX07541,2023-07-15,Lyon,location,Tesla Model 3,529.52,10
TX07542,2023-05-31,Lyon,location,Mercedes C Class,355.76,17
TX07543,2023-01-17,Paris,vente,Renault Clio,82585.63,
TX07544,2024-04-16,Marseille,location,Audi A4,244.65,37
TX07545,2023-07-21,Lyon,vente,Tesla Model 3,66789.47,
TX07546,2023-04-23,Marseille,location,Audi A4,728.25,45
TX07547,2024-04-14,Lyon,vente,Peugeot 208,42489.35,
TX07548,2024-01-30,Paris,vente,Tesla Model 3,54893.45,
TX07549,2024-04-27,Marseille,location,Mercedes C Class,668.46,10
TX07550,2023-08-10,Marseille,vente,Audi A4,62840.44,
TX07551,2023-09-11,Lyon,vente,Renault Clio,27262.65,
TX07552,2024-02-17,Marseille,vente,BMW X3,62834.99,
TX07553,2023-07-01,Paris,location,Mercedes C Class,746.39,27
TX07554,2023-07-16,Paris,vente,Audi A4,81337.81,
TX07555,2024-01-29,Paris,vente,Tesla Model 3,47214.76,
TX07556,2023-01-14,Lyon,vente,Mercedes C Class,24310.31,
TX07557,2023-12-17,Marseille,location,Peugeot 208,1271.57,33
TX07558,2023-01-07,Lyon,location,Peugeot 208,1456.98,35
TX07559,2024-04-06,Marseille,vente,BMW X3,81343.19,
TX07560,2023-03-08,Lyon,location,Peugeot 208,1414.12,32
TX07561,2024-01-29,Paris,vente,Mercedes C Class,36438.31,
TX07562,2023-04-07,Marseille,location,Mercedes C Class,1201.93,22
TX07563,2023-02-05,Marseille,location,Tesla Model 3,1185.89,24
TX07564,2024-01-26,Lyon,vente,BMW X3,71042.37,
TX07565,2023-05-25,Marseille,vente,Audi A4,39956.84,
TX07566,2024-01-13,Marseille,vente,Peugeot 208,62510.7,
TX07567,2023-02-17,Marseille,vente,BMW X3,84122.34,
TX07568,2023-01-22,Lyon,vente,Peugeot 208,72077.73,
TX07569,2023-11-21,Paris,location,Tesla Model 3,1479.41,34
TX07570,2024-03-29,Paris,vente,Mercedes C Class,62639.23,
TX07571,2023-03-28,Lyon,location,Tesla Model 3,562.83,45
TX07572,2024-03-25,Lyon,location,Renault Clio,220.52,19
TX07573,2023-10-20,Lyon,vente,Audi A4,31537.88,
TX07574,2023-08-24,Paris,vente,BMW X3,34466.1,
TX07575,2024-04-16,Paris,location,Peugeot 208,215.57,31
TX07576,2024-02-13,Marseille,vente,Renault Clio,54495.89,
TX07577,2023-11-24,Lyon,vente,Renault Clio,78443.35,
TX07578,2023-06-12,Paris,vente,Peugeot 208,41930.25,
TX07579,2023-12-25,Lyon,location,Mercedes C Class,452.98,31
TX07580,2023-08-01,Marseille,vente,Audi A4,24378.14,
TX07581,2023-03-08,Lyon,vente,Audi A4,58898.98,
TX07582,2024-03-14,Paris,location,BMW X3,1253.35,41
TX07583,2023-04-05,Lyon,location,Audi A4,1480.28,47
TX07584,2023-03-13,Marseille,vente,Mercedes C Class,36185.83,
TX07585,2023-05-12,Paris,vente,Mercedes C Class,58728.34,
TX07586,2024-01-04,Marseille,vente,Peugeot 208,78673.15,
TX07587,2023-05-26,Marseille,location,Tesla Model 3,226.98,21
TX07588,2023-09-12,Lyon,location,Audi A4,748.5,37
TX07589,2023-10-08,Lyon,vente,Mercedes C Class,70400.95,
TX07590,2023-05-04,Lyon,vente,Tesla Model 3,27355.01,
TX07591,2023-01-07,Lyon,vente,Mercedes C Class,48909.39,
TX07592,2023-08-12,Paris,vente,Peugeot 208,82087.47,
TX07593,2023-02-15,Paris,location,Mercedes C Class,500.31,34
TX07594,2023-09-14,Lyon,vente,Tesla Model 3,61946.84,
TX07595,2024-04-11,Lyon,location,Audi A4,1163.24,1
TX07596,2023-04-08,Marseille,location,Renault Clio,715.45,47
TX07597,2023-06-21,Marseille,vente,Renault Clio,23070.16,
TX07598,2023-04-09,Paris,location,Audi A4,792.63,7
TX07599,2023-11-26,Marseille,location,BMW X3,1018.49,32
TX07600,2023-03-21,Marseille,vente,Tesla Model 3,39549.4,
TX07601,2023-08-19,Marseille,location,Renault Clio,827.13,36
TX07602,2023-03-18,Paris,location,Renault Clio,1078.39,33
TX07603,2023-01-30,Paris,vente,Audi A4,62488.46,
TX07604,2023-08-24,Paris,location,Mercedes C Class,627.12,24
TX07605,2024-01-30,Marseille,vente,BMW X3,82514.67,
TX07606,2023-06-15,Marseille,vente,Peugeot 208,48974.65,
TX07607,2023-07-20,Lyon,vente,Audi A4,48058.05,
TX07608,2023-09-20,Paris,location,BMW X3,1273.41,25
TX07609,2023-03-27,Paris,location,Renault Clio,967.8,30
TX07610,2024-02-02,Paris,location,Mercedes C Class,308.85,44
TX07611,2023-07-30,Marseille,vente,Peugeot 208,64971.83,
TX07612,2023-02-08,Paris,location,Peugeot 208,1240.46,26
TX07613,2023-07-29,Marseille,location,Audi A4,1451.91,31
TX07614,2023-09-08,Lyon,location,Audi A4,798.28,37
TX07615,2023-06-26,Paris,vente,BMW X3,49202.49,
TX07616,2024-04-18,Lyon,location,BMW X3,811.6,8
TX07617,2023-03-17,Paris,location,Tesla Model 3,410.02,26
TX07618,2023-05-19,Lyon,vente,BMW X3,45089.37,
TX07619,2024-04-10,Marseille,location,BMW X3,1332.85,24
TX07620,2023-07-21,Paris,location,Peugeot 208,1358.94,37
TX07621,2023-08-27,Paris,vente,Tesla Model 3,73308.7,
TX07622,2024-02-11,Lyon,vente,BMW X3,69378.89,
TX07623,2024-02-16,Marseille,vente,Mercedes C Class,41741.6,
TX07624,2023-02-23,Lyon,location,Peugeot 208,589.55,44
TX07625,2023-10-30,Marseille,vente,Audi A4,24303.62,
TX07626,2023-01-19,Paris,vente,Renault Clio,84985.29,
TX07627,2023-02-05,Marseille,location,Renault Clio,353.55,8
TX07628,2023-06-27,Paris,location,BMW X3,814.88,6
TX07629,2023-12-08,Marseille,vente,Tesla Model 3,18459.83,
TX07630,2023-10-21,Lyon,location,Renault Clio,429.98,5
TX07631,2023-04-20,Marseille,location,Renault Clio,1398.64,31
TX07632,2023-05-11,Marseille,location,Mercedes C Class,503.82,14
TX07633,2023-05-30,Marseille,location,Audi A4,1396.5,46
TX07634,2023-03-21,Lyon,location,BMW X3,1255.3,23
TX07635,2024-01-20,Lyon,vente,Tesla Model 3,37397.17,
TX07636,2023-04-15,Marseille,location,BMW X3,656.87,39
TX07637,2023-12-21,Paris,vente,Mercedes C Class,86633.26,
TX07638,2024-02-12,Marseille,vente,BMW X3,72455.8,
TX07639,2024-01-27,Marseille,location,Renault Clio,957.57,17
TX07640,2023-11-06,Lyon,vente,Renault Clio,54893.15,
TX07641,2023-08-26,Lyon,location,Peugeot 208,1398.81,6
TX07642,2023-05-04,Marseille,vente,Peugeot 208,54976.39,
TX07643,2023-04-29,Marseille,location,Peugeot 208,932.9,13
TX07644,2023-02-21,Lyon,location,Renault Clio,1342.4,28
TX07645,2023-05-02,Lyon,vente,Audi A4,15918.12,
TX07646,2024-03-05,Lyon,vente,Audi A4,22354.46,
TX07647,2024-03-18,Paris,vente,Audi A4,45362.68,
TX07648,2024-02-03,Marseille,vente,Peugeot 208,35267.95,
TX07649,2023-07-26,Paris,location,Mercedes C Class,965.38,16
TX07650,2024-04-02,Lyon,location,Renault Clio,884.89,5
TX07651,2023-04-25,Marseille,location,Peugeot 208,1115.74,33
TX07652,2023-03-14,Paris,vente,Peugeot 208,53040.47,
TX07653,2024-02-07,Lyon,vente,Mercedes C Class,49940.71,
TX07654,2023-07-13,Marseille,vente,BMW X3,22160.11,
TX07655,2024-02-21,Marseille,location,Tesla Model 3,751.72,8
TX07656,2023-01-17,Marseille,location,Renault Clio,670.71,9
TX07657,2023-11-18,Marseille,location,Peugeot 208,1206.68,15
TX07658,2023-03-21,Lyon,location,Renault Clio,709.9,14
TX07659,2023-11-03,Marseille,vente,BMW X3,41576.16,
TX07660,2023-08-23,Paris,location,Tesla Model 3,391.25,47
TX07661,2023-11-16,Lyon,location,Peugeot 208,464.65,21
TX07662,2023-12-11,Paris,location,Tesla Model 3,1258.63,29
TX07663,2023-02-13,Lyon,location,Audi A4,1150.5,29
TX07664,2024-02-17,Lyon,vente,Peugeot 208,26548.88,
TX07665,2023-10-26,Marseille,vente,Renault Clio,63427.08,
TX07666,2023-08-30,Lyon,vente,Tesla Model 3,20488.87,
TX07667,2023-01-10,Paris,location,BMW X3,441.57,33
TX07668,2024-04-22,Lyon,location,BMW X3,361.71,34
TX07669,2024-02-02,Paris,location,Tesla Model 3,829.16,4
TX07670,2023-04-17,Paris,location,BMW X3,346.7,33
TX07671,2024-01-13,Marseille,vente,Peugeot 208,16746.55,
TX07672,2024-02-01,Marseille,vente,BMW X3,85499.49,
TX07673,2024-03-22,Paris,vente,BMW X3,47735.79,
TX07674,2023-01-23,Marseille,vente,Mercedes C Class,23616.74,
TX07675,2024-04-14,Paris,location,Peugeot 208,583.66,4
TX07676,2023-01-08,Lyon,vente,Tesla Model 3,54315.39,
TX07677,2023-01-28,Paris,location,Mercedes C Class,1349.22,10
TX07678,2023-04-12,Lyon,vente,Audi A4,61315.89,
TX07679,2023-02-07,Paris,location,Renault Clio,1031.7,44
TX07680,2023-01-26,Paris,vente,Renault Clio,81285.67,
TX07681,2023-02-06,Marseille,vente,BMW X3,88120.83,
TX07682,2023-03-20,Paris,location,Mercedes C Class,845.23,17
TX07683,2023-03-11,Lyon,location,Renault Clio,683.66,29
TX07684,2023-04-03,Marseille,location,Mercedes C Class,1418.2,14
TX07685,2023-01-11,Lyon,vente,Peugeot 208,61468.92,
TX07686,2023-11-16,Lyon,location,Peugeot 208,1244.82,41
TX07687,2023-08-16,Paris,vente,Mercedes C Class,29195.93,
TX07688,2024-03-26,Marseille,vente,Mercedes C Class,66727.18,
TX07689,2023-12-04,Lyon,location,Renault Clio,504.69,10
TX07690,2023-12-27,Paris,location,Mercedes C Class,250.03,46
TX07691,2023-01-19,Marseille,vente,Mercedes C Class,83866.27,
TX07692,2023-08-22,Paris,location,Mercedes C Class,385.33,18
TX07693,2023-08-03,Lyon,location,Renault Clio,563.2,15
TX07694,2023-03-31,Lyon,vente,Tesla Model 3,40357.48,
TX07695,2024-04-19,Paris,vente,Renault Clio,81215.73,
TX07696,2023-08-18,Marseille,vente,Peugeot 208,79595.93,
TX07697,2023-10-20,Marseille,location,BMW X3,459.91,27
TX07698,2023-01-07,Paris,vente,Mercedes C Class,28998.36,
TX07699,2023-04-07,Lyon,location,BMW X3,923.73,42
TX07700,2023-09-14,Marseille,location,BMW X3,845.28,27
TX07701,2023-09-11,Marseille,location,Renault Clio,485.54,18
TX07702,2023-01-15,Marseille,vente,BMW X3,48323.44,
TX07703,2023-05-12,Lyon,vente,BMW X3,42281.56,
TX07704,2024-01-30,Lyon,vente,Renault Clio,16957.43,
TX07705,2024-01-24,Lyon,vente,Renault Clio,22296.35,
TX07706,2023-10-31,Marseille,location,Mercedes C Class,1353.84,48
TX07707,2023-09-11,Paris,vente,Audi A4,20431.87,
TX07708,2023-07-11,Paris,location,Renault Clio,753.75,36
TX07709,2023-05-02,Lyon,vente,BMW X3,32152.43,
TX07710,2023-01-10,Marseille,location,Audi A4,664.36,4
TX07711,2024-03-15,Paris,location,Renault Clio,764.75,39
TX07712,2023-05-17,Marseille,vente,BMW X3,37029.61,
TX07713,2023-12-28,Lyon,location,Peugeot 208,772.39,30
TX07714,2023-11-15,Lyon,vente,Renault Clio,32379.14,
TX07715,2023-09-23,Marseille,location,Audi A4,1426.17,6
TX07716,2023-01-30,Marseille,vente,Renault Clio,52008.06,
TX07717,2024-01-18,Paris,location,Peugeot 208,1467.67,25
TX07718,2023-06-19,Paris,location,BMW X3,1151.54,20
TX07719,2023-10-22,Paris,location,Audi A4,1354.92,20
TX07720,2023-12-14,Lyon,vente,Renault Clio,71549.97,
TX07721,2023-03-25,Marseille,location,Audi A4,1303.92,27
TX07722,2023-03-28,Marseille,vente,Renault Clio,89390.92,
TX07723,2023-08-24,Paris,location,BMW X3,1231.01,25
TX07724,2023-03-13,Lyon,vente,Renault Clio,58372.92,
TX07725,2023-06-01,Paris,vente,Peugeot 208,67964.11,
TX07726,2024-03-13,Lyon,location,BMW X3,879.44,9
TX07727,2024-03-01,Lyon,vente,Mercedes C Class,16295.92,
TX07728,2024-01-17,Lyon,location,Peugeot 208,536.42,39
TX07729,2023-05-19,Lyon,vente,Renault Clio,83014.65,
TX07730,2023-03-27,Marseille,location,Mercedes C Class,1099.19,27
TX07731,2023-10-05,Paris,vente,Peugeot 208,40619.07,
TX07732,2023-01-30,Paris,vente,Audi A4,73794.67,
TX07733,2023-08-26,Paris,location,Renault Clio,359.83,8
TX07734,2023-02-08,Paris,vente,Mercedes C Class,86863.06,
TX07735,2024-02-16,Marseille,location,Audi A4,939.65,3
TX07736,2024-02-27,Marseille,location,Audi A4,742.68,46
TX07737,2023-09-21,Lyon,location,BMW X3,537.97,48
TX07738,2023-06-11,Marseille,vente,BMW X3,48707.69,
TX07739,2024-04-14,Paris,vente,BMW X3,68925.77,
TX07740,2023-04-03,Lyon,vente,Renault Clio,79247.51,
TX07741,2023-02-14,Lyon,location,Peugeot 208,807.54,5
TX07742,2023-06-20,Paris,vente,Tesla Model 3,45831.31,
TX07743,2024-03-25,Paris,vente,BMW X3,73637.1,
TX07744,2023-06-15,Marseille,location,Tesla Model 3,516.47,13
TX07745,2024-02-14,Lyon,location,Mercedes C Class,299.0,19
TX07746,2024-04-04,Lyon,location,Renault Clio,589.59,13
TX07747,2024-03-02,Marseille,vente,BMW X3,58011.6,
TX07748,2023-02-08,Paris,vente,Audi A4,43578.51,
TX07749,2023-01-09,Paris,location,Mercedes C Class,1213.23,10
TX07750,2024-04-24,Marseille,vente,Mercedes C Class,46858.07,
TX07751,2023-03-10,Lyon,vente,Mercedes C Class,28609.88,
TX07752,2024-02-27,Lyon,location,Tesla Model 3,258.43,9
TX07753,2024-03-25,Paris,location,Audi A4,1107.1,23
TX07754,2024-03-18,Marseille,vente,Mercedes C Class,77107.19,
TX07755,2024-01-08,Paris,location,BMW X3,1070.15,14
TX07756,2024-02-28,Lyon,location,Peugeot 208,985.85,21
TX07757,2023-07-29,Marseille,vente,Mercedes C Class,42982.89,
TX07758,2023-08-20,Marseille,vente,Audi A4,77272.84,
TX07759,2023-07-25,Marseille,vente,Renault Clio,26096.22,
TX07760,2024-02-01,Paris,vente,Renault Clio,72939.59,
TX07761,2023-12-23,Lyon,location,Audi A4,268.74,23
TX07762,2024-03-01,Paris,location,Peugeot 208,400.85,37
TX07763,2023-05-31,Paris,location,Peugeot 208,1201.79,39
TX07764,2023-10-25,Paris,location,Mercedes C Class,1150.82,10
TX07765,2023-01-19,Lyon,location,Mercedes C Class,258.34,5
TX07766,2023-07-23,Marseille,location,Renault Clio,358.52,42
TX07767,2023-05-12,Marseille,vente,Peugeot 208,41191.04,
TX07768,2023-04-15,Paris,location,Audi A4,817.62,40
TX07769,2023-05-26,Marseille,vente,Renault Clio,27162.74,
TX07770,2023-10-19,Marseille,location,Peugeot 208,1435.08,2
TX07771,2023-07-07,Paris,vente,Mercedes C Class,57514.04,
TX07772,2023-04-27,Lyon,location,Mercedes C Class,226.55,35
TX07773,2024-04-08,Lyon,location,Renault Clio,1330.56,46
TX07774,2023-04-30,Marseille,vente,Audi A4,41883.59,
TX07775,2024-03-17,Lyon,vente,Peugeot 208,27525.29,
TX07776,2024-03-27,Lyon,vente,Audi A4,68507.96,
TX07777,2024-03-02,Lyon,vente,Audi A4,26348.95,
TX07778,2023-08-23,Marseille,vente,Mercedes C Class,88304.15,
TX07779,2024-01-15,Lyon,vente,Peugeot 208,52914.81,
TX07780,2023-08-09,Paris,vente,Tesla Model 3,76297.42,
TX07781,2023-07-27,Marseille,location,Tesla Model 3,1483.49,29
TX07782,2024-02-20,Lyon,vente,BMW X3,31831.84,
TX07783,2023-09-20,Lyon,vente,Tesla Model 3,59924.98,
TX07784,2023-09-27,Paris,vente,Renault Clio,16130.19,
TX07785,2023-06-28,Paris,vente,Audi A4,50891.66,
TX07786,2023-04-21,Paris,vente,BMW X3,31436.8,
TX07787,2024-04-01,Paris,location,BMW X3,1012.13,3
TX07788,2023-03-23,Marseille,vente,Peugeot 208,41234.57,
TX07789,2023-08-09,Lyon,vente,Renault Clio,52365.71,
TX07790,2024-01-23,Lyon,vente,Peugeot 208,78652.5,
TX07791,2023-11-24,Lyon,vente,Peugeot 208,39253.57,
TX07792,2023-11-05,Lyon,vente,Renault Clio,54501.15,
TX07793,2024-03-22,Paris,vente,Tesla Model 3,47240.36,
TX07794,2023-02-18,Paris,vente,BMW X3,62768.11,
TX07795,2024-03-31,Marseille,vente,BMW X3,40046.93,
TX07796,2024-03-13,Marseille,vente,BMW X3,20557.48,
TX07797,2023-05-12,Lyon,vente,Mercedes C Class,22558.55,
TX07798,2023-08-22,Marseille,vente,BMW X3,65716.86,
TX07799,2024-03-28,Lyon,location,Mercedes C Class,282.5,27
TX07800,2024-01-02,Paris,vente,Tesla Model 3,56443.77,
TX07801,2023-03-10,Paris,location,Renault Clio,775.34,29
TX07802,2023-04-19,Paris,vente,Tesla Model 3,66569.21,
TX07803,2024-01-09,Lyon,location,Mercedes C Class,1411.48,14
TX07804,2023-04-12,Lyon,location,BMW X3,258.79,37
TX07805,2023-06-02,Paris,vente,Tesla Model 3,79736.53,
TX07806,2024-02-05,Lyon,vente,Renault Clio,51581.04,
TX07807,2023-05-13,Paris,location,Mercedes C Class,1422.95,3
TX07808,2023-05-27,Lyon,vente,BMW X3,66549.54,
TX07809,2023-07-19,Paris,vente,Mercedes C Class,17957.17,
TX07810,2023-07-05,Marseille,vente,BMW X3,61327.2,
TX07811,2023-10-07,Lyon,vente,Audi A4,63254.76,
TX07812,2023-05-19,Paris,location,Tesla Model 3,894.57,22
TX07813,2024-03-16,Marseille,location,Peugeot 208,456.42,16
TX07814,2023-10-25,Lyon,location,BMW X3,803.47,5
TX07815,2024-03-14,Paris,vente,Renault Clio,56738.72,
TX07816,2023-12-14,Lyon,location,Renault Clio,328.35,22
TX07817,2024-02-16,Lyon,vente,Peugeot 208,16886.45,
TX07818,2023-01-12,Lyon,vente,Audi A4,60278.65,
TX07819,2024-01-12,Paris,location,Audi A4,911.57,47
TX07820,2023-09-10,Paris,location,Mercedes C Class,1327.06,10
TX07821,2024-03-09,Marseille,vente,Tesla Model 3,51332.29,
TX07822,2023-08-14,Marseille,vente,Tesla Model 3,86170.54,
TX07823,2024-01-30,Lyon,vente,BMW X3,50936.97,
TX07824,2024-01-19,Lyon,vente,Peugeot 208,58575.22,
TX07825,2023-01-30,Marseille,vente,Audi A4,57559.15,
TX07826,2024-04-14,Lyon,location,Peugeot 208,1019.47,18
TX07827,2023-06-17,Paris,location,BMW X3,1038.78,12
TX07828,2024-04-19,Marseille,vente,BMW X3,61143.57,
TX07829,2024-01-18,Marseille,vente,Tesla Model 3,58543.01,
TX07830,2023-11-09,Lyon,location,Tesla Model 3,711.22,29
TX07831,2023-11-12,Marseille,vente,Peugeot 208,73980.3,
TX07832,2024-03-16,Marseille,location,Mercedes C Class,679.33,37
TX07833,2024-03-21,Marseille,location,Audi A4,599.86,38
TX07834,2024-02-13,Marseille,vente,BMW X3,31725.71,
TX07835,2023-10-25,Lyon,location,Tesla Model 3,213.56,48
TX07836,2023-08-28,Lyon,vente,Mercedes C Class,59572.3,
